ID;type;description;nbAns;Answer1;Answer2;Answer3;Answer4;Answer5;Answer6;Answer7;Answer8;Answer9;Answer10;Answer11;Valid1;Valid2;Valid3;Valid4;Valid5;Valid6;Valid7;Valid8;Valid9;Valid10;Valid11
2132;SAP; In which event block can you overwrite the default value of a PARAMETERS field on the selection screen?;1;PROCESS BEFORE OUTPUT;START-OF-SELECTION;INITIALIZATION;AT SELECTION-SCREEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2133;SAP; The USER has the following fields: ID', ' FIRST_NAME', ' LAST_NAME. FIRST_NAME', ' LAST_NAME have the same basic type and length. You want to compare fields FIRST_NAME', ' LAST_NAME to each other.Which of the following SELECT statements can you use?;2;SELECT*FROM users AS a INTO TABLE It_users;WHERE a�first_name = a�last_name;SELECT*FROM users AS a INTO TABLE It_users WHERE a first_name = last_name.;SELECT*FROM users INTO TABLE It_users WHERE first_name = users last_name;SELECT*FROM users INTO TABLE It_users;WHERE first name = users �last_name.;NULL;NULL;NULL;NULL;NULL;1;0;0;0;1;0;NULL;NULL;NULL;NULL;NULL
2134;SAP; For a given date(variable lv_date)', ' you want to find all the connections from Frankfurt to Sydney with exactly one stopover. You want to fly from the stopover city to Sydney on the same day you arrive in the stopover city.Table ZFLIGHTS hold the following information about flights.-flightid: primary key-cityfrom:departure city-datefrom: departure date-timefrom:departure time-cityto:destination city-dateto:destination date-timeto:destination timeWhich of the following Open SQL Queries can you use to find all the possible stopover cities?;1;SELECT DISTINCT cityfrom INTO TABLE lt_cities FROM zflights AS destination WHERE cityfrom IN (SELECT cityto FROM zflights WHERE dateto = destination~datefrom AND timeto < destination~timefrom AND cityfrom = �FRANKFURT� AND datefrom = lv_date ) AND destination~cityto = �Sydney�;SELECT cityfrom INTO TABLE lt_cities FROM zflights AS destination WHERE cityto IN (SELECT DISTINCT cityfrom FROM zflights WHERE dateto = destination~datefrom AND timeto < destination~timefrom AND cityfrom = �FRANKFURT� AND datefrom = lv_date ) AND destination~cityto = �Sydney�;SELECT DISTINCT cityto INTO TABLE lt_cities FROM zflights AS destination;WHERE cityfrom IN (SELECT cityto FROM zflights;WHERE dateto = destination~datefrom AND;timeto < destination~timefrom AND;cityfrom = �FRANKFURT� AND;datefrom = lv_date );AND destination~cityto = �Sydney�;SELECT cityto INTO TABLE lt_cities FROM zflights AS destination;AND destination~cityto = �Sydney�;1;0;0;0;0;0;0;0;0;0;0
2135;SAP; Which selection screen elements allow user input in ABAP Reports?;2;SELECTION-SCREEN BLOCK;SELECTION-SCREEN COMMENT;SELECT-OPTIONS;PARAMETERS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2136;SAP; Which of the following can you do with the SAP code inspector?;1;Monitor background tasks;Analyze runtime data.;Perform static code checks;Monitor runtime behavior;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2137;SAP; You have declared a sorted internal table with the columns A', ' B', ' C', ' and D. The key consists of columns A', ' B', ' and C', ' in this order.Which combination of columns in the WHERE clause of a LOOP statement allows the system to optimize the access to the table?;2;C and D;B and C;A', ' B', ' C', ' and D;A and B;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2138;SAP; Which of the following rules must you follow when creating subscreens?;2;Subscreens CANNOT have an AT EXIT-COMMAND module.;Subscreens CANNOT have a field of type OK.;Subscreens can have a dialog module containing SET PF-STATUS.;Subscreens can call other subscreens.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2139;SAP; There are ____ versions of the ABAP Editor.;1;3;1;4;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2140;SAP; Table A and table B are partially buffered.Which of the following SELECT statements always access the database?;2;SELECT a b c d FROM table A JOIN table B ON table A~a�EQ�table B~;eINTO CORRESPONDING FIELDS OF TABLE�lt_A_B.;SELECT SINGLE CLIENT SPECIFIED a b FROM table A;INTO CORRESPONDING FIELDS OF�ls_AB.;SELECT a b FROM table A INTO CORRESPONDING FIELDS OF TABLE lt_AB;SELECT SINGLE FOR UPDATE a b FROM table A INTO CORRESPONDING FIELDS OF ls_A WHERE c EQ �1234�.;NULL;NULL;NULL;NULL;NULL;1;0;0;0;0;1;NULL;NULL;NULL;NULL;NULL
2141;SAP; Which options are valid Open SQL?;3;LEFT OUTER JOIN;CROSS JOIN;FULL JOIN;RIGHT OUTER JOIN;INNER JOIN;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2142;SAP; What is the Web Dynpro programming model is based on?;1;Model View Controller (MVC);Internet Transaction Server (ITS);Classic Dynpro programming;Business Server Pages (BSPs);NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2143;SAP; A user runs an ABAP program', ' enters an incorrect value on the selection screen', ' and chooses Execute. Which event block must send the error message in order to display the selection screen again?Please choose the correct answer;NULL;AT SELECTION-SCREEN ON HELP-REQUEST;AT SELECTION-SCREEN ON VALU E-REQUEST;AT SELECTION-SCREEN OUTPUT;AT SELECTION-SCREEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2144;SAP; An executable�ABAP�program contains a standard selection screen and uses the event blocks AT SELECTION SCREEN', ' AT SELECTION-SCREEN OUTPUT', ' INITIALIZATION', '�START-OFSELECTION.In which sequence will�ABAP�runtime call these event blocks?;1;"1. AT SELECTION-SCREEN OUTP;"1. INITIALIZATI;"1. INITIALIZATI;"1. INITIALIZATI;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2145;SAP; What process is used to establish the automatic transport of data between the view controller's context-attributes and the UI element in its layout?;1;View assembly;Context mapping;Data migration;Data binding;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2146;SAP; You use Unified Modelling language (UML) to design your classes. You want to describe the message exchange between objects. Which diagram can you use?;1;Class diagram;Component diagram;Sequence diagram;Object diagram;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2147;SAP; How would you define a method of an ABAP class to prevent this method from being available in a subclass?;1;Protected;Final;Private;Abstract;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2148;SAP; Using the screen system table', ' what can you modify through a LOOP AT SCREEN � ENDLOOP construct?;1;Attributes of screen elements;Values of screen elements;Function code of buttons;Screen status;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2149;SAP; Your program uses class CL_GUI_ALV_GRID to generate a classic ALV Grid Control. What do you need in your program to react to a user double-clicking a row in the ALV Grid?;3;A method call to refresh the display;A handler class;A handler method for the double_click event;A method call to raise the double_click event;A SET HANDLER statement to register the handler to the event;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
2150;SAP; A class is defined as follows:CLASS my_class DEFINITION. PUBLIC SECTION.METHODS do_something. EVENTS state_changed.CLASS-METHODS static1. PRIVATE SECTION.TYPES t table TYPE STANDARD TABLE OF t001 WITH NON-UNIQUE DEFAULT KEY.CONSTANTS gc_const TYPE IVALUE 1.ENDCLASS.Which components of the class can static method static1 address directly?;2;The do_something method.;The state_changed event.;The t_table type.;The gc_const constant;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2151;SAP; Which types of programs or parts of programs can be tested directly from the ABAP Workbench or ABAP Editor?;4;CLASS-POOL;TYPE-POOL;PROGRAM;METHOD;REPORT;FUNCTION-POOL;FUNCTION MODULE;INTERFACE-POOL;INCLUDE;NULL;NULL;1;0;0;1;1;0;1;0;0;NULL;NULL
2152;SAP; Which type of transport task is used when you modify SAP standard objects?;1;Transport of copies;Repair;Development/Correction;Workbench;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2153;SAP; What do you need to have in your program to respond to the DOUBLE_CLICK event raised by an instance of the CL_GUI_ALV_GRID class?;3;A SET HANDLER statement to register the handler to the event;A method to read the registration table;A handler class;A handler method for the event;A CATCH statement to capture the event;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
2154;SAP; Which SELECT statement will always bypass the SAP table buffers?;1;SELECT � INTO TABLE �;SELECT � ENDSELECT.;SELECT � FOR UPDATE �;SELECT � SINGLE �;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2155;SAP; Which of the following statements are true?;3;Implicit enhancement options allow you to enhance interface parameters for function modules and methods without modifying the repository object.;None of the above.;An implicit enhancement point can be used to insert code in an SAP pro- gram and is always available to the customer.;Implicit enhancement can be used to enhance SAP objects developed prior to SAP NetWeaver 7.0.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2156;SAP; Which boundary conditions lead to improved access time to an internal table?;3;Left justified part of key for sorted tables;Index access for hashed tables;Index access for standard tables;Fully qualified key for sorted tables;Left justified part of key for hashed tables;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
2157;SAP; A customer has asked that you improve performance for a small table with frequent read accesses. What buffering type do you recommend?;1;Full table;Column store;Primary key;Single record;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2158;SAP; What do you need to consider when creating a secondary index on a table?;2;The index can be created for specific database systems only;The index must always be unique;The table will be updated more quickly if you create more indexes;The most frequently selected fields should be at the first positions in the index;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2159;SAP; You are making changes to a program that already has transaction code ZZZZ linked to it. Your colleague is testing transaction code ZZZZ in the same system.When does the changed version of the program become visible to your colleague via transact on code ZZZZ?;1;When you save the program;When the syntax of the program is correct;When you execute the program from the ABAP Editor;When you activate the program;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2160;SAP; What do global types and local types have in common?;1;Search help;Technical information;Field labels;Documentation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2161;SAP; In a subclass', ' you want to redefine a method of the super class. Which of the following conditions must be fulfilled?;2;The superclass method is an instance method;The subclass method has same visibility as the super class method;The subclass method has a lower visibility than the super class method;The super class method is abstract;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2162;SAP; Which of the following can you use to enhance SAP standard tables and structures with fields?;2;Customizing includes;Append structures;Append search helps;Field exits;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2163;SAP; When starting the Debugger', ' what circumstance causes the runtime error�DEBUGGING_NOT_POSSIBLE?;1;When more than five sessions are already associated with this login user;Starting a non-exclusive mode in a productive system;When the number of debugging sessions on the server exceeds the value defined by the profile parameter rdisp/wpdbug_max_no;When more than six sessions are already associated with this login user;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2164;SAP; What do global types and local types have in common?;1;Search help;Field labels;Documentation;Technical information;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2165;SAP; When you define local classes in ABAP', ' which syntactical sequence must you follow?;1;The order is handled automatically.;PUBLIC SECTION', ' PROTECTED SECTION', ' PRIVATE SECTION;The order doesn�t matter.;PRIVATE SECTION', ' PROTECTED SECTION', ' PUBLIC SECTION;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2166;SAP; In addition to the primary key of an internal table', ' how many secondary indexes can you define for an internal table?;1;10;1;0;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2167;SAP; What are the declarative statements used to define the selection?;3;None of the above;PARAMETERS;SELECT-OPTIONS;SELECTION-SCREEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2168;SAP; If you are using external debugging (debugging of HTTP and RFC requests', '�which arrive in your ABAP system)', ' what will the Debugger do?;1;"Never stop; external breakpoints operate on users other than your own.";Always stop when the external breakpoint is reached.;May or may not stop', ' depending on external factors.;Do not stop when the external breakpoint is reached.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2169;SAP; Which components belong to an elementary search help?;2;Attachment to a field;Selection method;Fixed values;Import / export parameters;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2170;SAP; Which of the following transactions can you use to define transparent tables?;1;SE11;SM37;SE16N;SE38;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2171;SAP; Which of the following tasks does the BADI implementing class perform?;1;Filtering;Deleting;Sequencing;Inserting;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2172;SAP; What ABAP statements can you use to create an instance of the class CL_GUI_CUSTOM_CONTAINER in an ABAP program?;1;DATA: go_container TYPE REF TO CL_GUI_CUSTOM_CONTAINER.;CREATE DATA go_container�;DATA: go_container TYPE CL_GUI_CUSTOM_CONTAINER.;CREATE OBJECT go_container�.;DATA: go_container TYPE REF TO CL_GUI_CUSTOM_CONTAINER.;CREATE OBJECT go_container�..;DATA: go_container TYPE CL_GUI_CUSTOM_CONTAINER.;CREATE DATA go_container�;NULL;NULL;NULL;0;0;0;0;1;0;0;0;NULL;NULL;NULL
2173;SAP; Which action on the underlying dictionary objects triggers a database table conversion?;1;Reducing the size of the field.;Inserting an APPEND structure;Inserting a field of type reference;Changing the order of non-key fields;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2174;SAP; Which of the following must you do to be able to use a Business Add-in(BADI)?;2;Write code for methods;Modify the adapter class;Activate the enhancement project;Create the BADI implementation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2175;SAP; Each work process is assigned a type of task that can be performed. Which statements related to this are true? ;3;All work processes communicate with the dispatcher.;All work processes communicate with the database.;A work process can communicate directly with an external system through a Remote Function Call.;All work processes have the same structure.;It is possible to have multiple spool work processes on an ABAP application server.;To switch a work process type requires a restart of the SAP NetWeaver Application Server ABAP.;It is possible to have multiple enqueue work processes on an SAP NetWeaver Application Server.;NULL;NULL;NULL;NULL;1;0;0;1;0;0;1;NULL;NULL;NULL;NULL
2176;SAP; What is the purpose of the enqueuer work process?;1;It processes requests for a print output;It processes logical locks requests.;It processes update requests.;It processes requests triggered by an active user.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2177;SAP; You have created a screen on which the user enters data that is to be inserted into table T1. How do you ensure that the content of field F in table T1 is checked against table T2?;1;Create a foreign key for the assigned field of field F of table T1 in table T2 and make table T2 the check table.;Create a foreign key for field F of table T1 and make table T2 the check table.;Create a foreign key for field F of table T1 and make table T2 the foreign key table;Create a foreign key for the assigned field of field F of table T1 in table T2 and make table T1 the check table.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2178;SAP; You are establishing the business logic layer for a Web Dynpro Component. Which service types are available in the Service Call wizard?;3;Web service proxy;Class method;Function module;Transaction code;Function group;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL
2179;SAP; A view can only be displayed in which circumstances?;1;It has been embedded in a window.;It can always be displayed.;It contains an inbound and outbound plug.;It cannot always be displayed.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2180;SAP; What type of ABAP Dictionary view is implemented as an INNER JOIN?;1;Help view;Database view;Maintenance view;Projection view;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2181;SAP; Which of the following capabilities is provided by the Application Layer platform of SAP Netweaver?;1;Multi-channel access;Business process management;Master data management;Database and operating system abstraction;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2182;SAP; A function module that has 2 classical exceptions is called with actual parameter values in such a way that both exception conditions are fulfilled. How will the runtime system behave?;1;No exception will be raised. In the calling program', ' sy-subrc has the value specified for the OTHERS option.;Both exceptions will be raised. In the calling program', ' sy-subrc has the value specified for the second except on.;The first exception that occurs will be raised. In the calling program', ' sy-subrc has the value specified for the first exception.;Both exceptions will be raised. In the calling program', ' sy-subrc has the value specified for the OTHERS option.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2183;SAP; Which hook method exists for all controller types?;1;wddoonclose( );wddoonopen( );wddobeforenavigation( );wddoinit( );NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2184;SAP; Which parameter types can be used in the signature of a functional method?;2;EXPORTING;IMPORTING;CHANGING;RETURNING;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2185;SAP; What is the best order to provide an event handler for an ALV?;1;Write the handler', ' register for the event', ' create the ALV', ' display the ALV;Register for the event', ' write the handler', ' create the ALV', ' display the ALV;Create the ALV', ' write the handler', ' register for the event', ' display the ALV;Write the handler', ' create the ALV', ' display the ALV', ' register for the event;Write the handler', ' create the ALV', ' register for the event', ' display the ALV;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
2186;SAP; Which of the following is an implicit enhancement?;2;Pre-method;Protected method;Overwrite method;Private method;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2187;SAP; Which of the following statements regarding search helps are true? ;3;You can use a maintenance view for the search help selection method.;You can use transparent tables for the search help selection method.;You can use a database view for the search help selection method.;Help views can also be used for the selection method for search help.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2188;SAP; Which statements are true regarding ABAP inheritance? ;4;Static constructors do not need to call the superclass�s constructor.;You can access the superclass component with the prefix SUPER->.;The static constructor can be overwritten as part of inheritance.;Polymorphism requires the developer to specify which method to use with inheritance.;Instance constructors must call the superclass�s constructor.;Overloading allows a method to have several definitions with different signatures.;The instance constructor can be overwritten as part of inheritance.;NULL;NULL;NULL;NULL;1;1;0;0;1;0;1;NULL;NULL;NULL;NULL
2189;SAP; You build a dialog screen with an input field in an ABAP program.�How do you ensure that the contents of the screen field can be accessed in the program?;1;Define a data object in the program with the same name as the screen field;Enter the name of a data object in the Parameter ID attribute of the screen field;Use the GET statement in the program to transport the data from the screen field;Use a MOVE statement in a PAI module to copy the data to a data object;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2190;SAP; What process is used to establish the automatic transport of data between the view controller's context-attributes and the UI element in its layout?;1;View assembly;Data binding;Context mapping;Data migration;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2191;SAP; What is the difference between SAP Basis and SAP NetWeaver?;1;"There is no difference; the name change was driven by marketing alone.";All versions of SAP�NetWeaver�require the use of�UTF-8.;All versions of SAP NetWeaver require the use of Unicode.;All versions of SAP NetWeaver include the ability to handle HTTP requests.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2192;SAP; You want to add a field ZZPRICE to the SAP standard transparent table EKKO.Which of the following actions result in an enhancement of the SAP standard?;2;Add ZZPRICE to the customizing include for the table;Create an append structure and add ZZPRICE to it.;Insert ZZPRICE into an SAP structure for the table;Insert ZZPRICE at the end of the table;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2193;SAP; Which screen in the ABAP Dictionary allows you to log data changes to the table?;1;Utilities \x02 Settings;Delivery and Maintenance tab;Utilities \x02 Database Object \x02 Database Utility;Technical Settings;Attributes tab;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
2194;SAP; To generate the function modules for a lock object for a custom table (ENQUEUE_<lock_object> and DEQUEUE_<lock_object>)', ' which tool would you use?;1;Function Builder (Transaction SE37);Text Elements (Transaction SE32);General Table Maintenance Dialog (Transaction SE54);ABAP Dictionary (Transaction SE11);Reuse Library (Transaction SE83);NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
2195;SAP; What are some of the new features of Open SQL in SAP NetWeaver 7.5?;2;Full Join;CASE expressions;String expressions;Intersection;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2196;SAP; What is the default length of the type P data type?;1;1;8;64;42370;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2197;SAP; You want to use a BAdI to extend the functions of an SAP program. Which of the following tasks is necessary?;1;Implement a class that implements the BAdI interface.;Create an enhancement project using a customer exit.;Define an interface for the BAdI.;Call the BAdI;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2198;SAP; Which prerequisites must be fulfilled before a repository object can be transported?;3;An inactive version of the repository object must exist.;An application component must be assigned to the repository object.;The repository object must be assigned to a change request.;A transport layer must be assigned to the package.;The repository object must be assigned to a package.;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2199;SAP; Which of the followings components are part of SAP NetWeaver AS ABAP version 7.1x and higher?;2;Software Deployment Manager (SOM);Message Server;SAP GUI for Java;Internet Communication Manager (ICM);NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2200;SAP; What happens when an authorization check fails?;1;A CX_AUTH_FAILED type exception is raised.;A type E message is displayed.;The program is terminated.;The system field SY-SUBRC is set to a value other than zero.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2201;SAP; What process is used to establish the automatic transport of data between the view controller's context-attributes and the UI element in its layout?;1;View assembly;Data binding;Data migration;Context mapping;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2202;SAP; How many kinds of internal tables are supported in the ABAP language?;1;3;1;5;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2203;SAP; What is the default length of the type C data type?;1;1;10;1�65535;100;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2204;SAP; What is the correct order for using a lock object?;1;Set the lock', ' read the data', ' release the lock', ' change the data;Set the lock', ' read the data', ' change the data', ' release the lock;release the lock', ' Read the data', ' set the lock', ' change the data;Read the data', ' set the lock', ' change the data', ' release the lock;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2205;SAP; You defined data reference z1 generically.Which statement would you use to access the content of the referenced variable?;1;Assign (z1) to <fs>;Assign z1 to <fs>;Assign z1->* to <fs>;Get reference of z1 into wa;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2206;SAP; What does the Refactoring Assistant allow you to do?;2;Rename all subclasses of a method;Move between classes and interfaces;Move components between superclasses and subclasses;Rename all occurrences of a method;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2207;SAP; How do you program an input validation on a selection screen that allows users to correct their input?�Please choose the correct answer.;NULL;Implement the check at the event AT SELECTION-SCREEN OUTPUT. In case of an input error', ' a type E MESSAGE must be displayed.;Implement the check at the event AT SELECTION-SCREEN. In case of an input error', ' a type A MESSAGE must be displayed.;Implement the check at the event END-OF-SELECTION. In case of an input error', ' a type E MESSAGE must be displayed.;Implement a check at the event AT SELECTION-SCREEN. In case of an input error', ' a type E;MESSAGE must be displayed.;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
2208;SAP; Which of the following features do you have to consider when you use shared objects?;3;Concurrent read accesses are supported;Data is saved as tables of objects;Memory bottlenecks result in runtime errors and have to be caught;Concurrent write accesses are supported;Data is saved as attributes of objects;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
2209;SAP; In the technical settings for a transparent table', ' buffering is switched on and single record buffering is selected.Which statement uses the buffered data assuming that the WHERE clause contains restrictions for all key fields?;1;SELECT � INTO TABLE � .;SELECT SINGLE � .;SELECT SINGLE � FOR UPDATE.;SELECT � . ENDSELECT.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2210;SAP; Which of the following is a true statement? ;3;Client-specific customization objects are assigned to the customizing request.;Inactive objects can be transported.;Local repository objects can be transported.;Repository objects and cross-client customization objects are assigned to the workbench request.;All transportable objects have to be assigned to a package.;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2211;SAP; Which of the following statements are correct? ;4;Only public methods can be addressed outside the class.;None of the above;You can call private methods within the public methods without reference to the object or class.;Static methods can be defined in both the public and private visibility section of the class.;Class methods assigned to the public visibility section can be accessed outside the class using the static component selector and the class name.;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL
2212;SAP; What are the advantages of modularization?;3;Maintainability;Transparency;Performance;Profitability across DBMS;Reusability;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
